,Date,Chicago,Opponent,Half,Time,Score,Team,Action,Substitution,Player,Lineup,Game,Boundary
123,"November 6, 2021",Away,Colorado College,1,10:21,27-12,Home,"MAGNUS,LEO made free throw",0,Leo Magnus,"Arrish Bhandal, Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin",1,0
124,"November 6, 2021",Away,Colorado College,1,10:21,27-12,Home,"MAGNUS,LEO missed free throw",0,Leo Magnus,"Arrish Bhandal, Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin",1,0
125,"November 6, 2021",Away,Colorado College,1,10:21,27-12,Away,"BHANDAL,ARRISH defensive rebound",0,Arrish Bhandal,"Arrish Bhandal, Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin",1,0
126,"November 6, 2021",Away,Colorado College,1,10:13,27-12,Away,"Turnover by PASCHAL,ELLIOT",0,Elliot Paschal,"Arrish Bhandal, Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin",1,0
127,"November 6, 2021",Away,Colorado College,1,10:04,27-12,Home,"Foul by MAGNUS,LEO",0,Leo Magnus,"Arrish Bhandal, Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin",1,0
128,"November 6, 2021",Away,Colorado College,1,10:04,27-12,Home,"Turnover by MAGNUS,LEO",0,Leo Magnus,"Arrish Bhandal, Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin",1,0
129,"November 6, 2021",Away,Colorado College,1,10:04,27-12,Away,30SEC TIMEOUT by Chicago,0,,"Arrish Bhandal, Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin",1,0
130,"November 6, 2021",Away,Colorado College,1,10:04,27-12,Away,"HOPKINS,BRYCE enters the game",1,Bryce Hopkins,"Arrish Bhandal, Brandon Beckman, Bryce Hopkins, Elliot Paschal, Leonardo Edo, Ryan Martin",1,0
131,"November 6, 2021",Away,Colorado College,1,10:04,27-12,Away,"EDO,LEONARDO goes to the bench",1,Leonardo Edo,"Arrish Bhandal, Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin",1,0
132,"November 6, 2021",Away,Colorado College,1,09:41,27-12,Away,"Foul by BECKMAN,BRANDON",0,Brandon Beckman,"Arrish Bhandal, Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin",1,0
133,"November 6, 2021",Away,Colorado College,1,09:41,27-12,Away,"Turnover by BECKMAN,BRANDON",0,Brandon Beckman,"Arrish Bhandal, Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin",1,0
134,"November 6, 2021",Away,Colorado College,1,09:41,27-12,Home,"CUNNINGHAM,SCOTT enters the game",1,Scott Cunningham,"Arrish Bhandal, Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin",1,0
135,"November 6, 2021",Away,Colorado College,1,09:41,27-12,Home,"MAGNUS,LEO goes to the bench",1,Leo Magnus,"Arrish Bhandal, Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin",1,0
136,"November 6, 2021",Away,Colorado College,1,09:32,27-12,Home,"Turnover by RUEGG,SCOTT",0,Scott Ruegg,"Arrish Bhandal, Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin",1,0
137,"November 6, 2021",Away,Colorado College,1,09:32,27-12,Away,"Steal by MARTIN,RYAN",0,Ryan Martin,"Arrish Bhandal, Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin",1,0
138,"November 6, 2021",Away,Colorado College,1,09:27,29-12,Away,"HOPKINS,BRYCE made layup",0,Bryce Hopkins,"Arrish Bhandal, Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin",1,0
139,"November 6, 2021",Away,Colorado College,1,09:27,29-12,Away,"Assist by MARTIN,RYAN",0,Ryan Martin,"Arrish Bhandal, Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin",1,0
140,"November 6, 2021",Away,Colorado College,1,09:09,29-14,Home,"HARRIS,TAYLOR made jump shot",0,Taylor Harris,"Arrish Bhandal, Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin",1,0
141,"November 6, 2021",Away,Colorado College,1,08:53,29-14,Away,"Foul by BHANDAL,ARRISH",0,Arrish Bhandal,"Arrish Bhandal, Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin",1,0
142,"November 6, 2021",Away,Colorado College,1,08:53,29-14,Away,"Turnover by BHANDAL,ARRISH",0,Arrish Bhandal,"Arrish Bhandal, Brandon Beckman, Bryce Hopkins, Elliot Paschal, Ryan Martin",1,0
143,"November 6, 2021",Away,Colorado College,1,08:53,29-14,Away,"PIOTROWSKI,JACKSON enters the game",1,Jackson Piotrowski,"Arrish Bhandal, Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Ryan Martin",1,0
144,"November 6, 2021",Away,Colorado College,1,08:53,29-14,Away,"BHANDAL,ARRISH goes to the bench",1,Arrish Bhandal,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Ryan Martin",1,0
145,"November 6, 2021",Away,Colorado College,1,08:53,29-14,Home,"CRAWFORD,TREY enters the game",1,Trey Crawford,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Ryan Martin",1,0
146,"November 6, 2021",Away,Colorado College,1,08:53,29-14,Home,"PHILIO,DEVIN goes to the bench",1,Devin Philio,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Ryan Martin",1,0
147,"November 6, 2021",Away,Colorado College,1,08:45,29-14,Home,"CRAWFORD,TREY missed jump shot",0,Trey Crawford,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Ryan Martin",1,0
148,"November 6, 2021",Away,Colorado College,1,08:45,29-14,Away,"Block by HOPKINS,BRYCE",0,Bryce Hopkins,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Ryan Martin",1,0
149,"November 6, 2021",Away,Colorado College,1,08:39,29-14,Away,"HOPKINS,BRYCE defensive rebound",0,Bryce Hopkins,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Ryan Martin",1,0
150,"November 6, 2021",Away,Colorado College,1,08:37,29-14,Away,"MARTIN,RYAN missed 3-pt. jump shot",0,Ryan Martin,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Ryan Martin",1,0
151,"November 6, 2021",Away,Colorado College,1,08:35,29-14,Away,"HOPKINS,BRYCE offensive rebound",0,Bryce Hopkins,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Ryan Martin",1,0
152,"November 6, 2021",Away,Colorado College,1,08:35,29-14,Home,"MAGNUS,LEO enters the game",1,Leo Magnus,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Ryan Martin",1,0
153,"November 6, 2021",Away,Colorado College,1,08:35,29-14,Home,"CRAWFORD,TREY goes to the bench",1,Trey Crawford,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Ryan Martin",1,0
154,"November 6, 2021",Away,Colorado College,1,08:19,29-14,Away,"BECKMAN,BRANDON missed 3-pt. jump shot",0,Brandon Beckman,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Ryan Martin",1,0
155,"November 6, 2021",Away,Colorado College,1,08:15,29-14,Away,"PASCHAL,ELLIOT offensive rebound",0,Elliot Paschal,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Ryan Martin",1,0
156,"November 6, 2021",Away,Colorado College,1,08:14,29-14,Away,"PASCHAL,ELLIOT missed 3-pt. jump shot",0,Elliot Paschal,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Ryan Martin",1,0
157,"November 6, 2021",Away,Colorado College,1,08:11,29-14,Away,"PIOTROWSKI,JACKSON offensive rebound",0,Jackson Piotrowski,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Ryan Martin",1,0
158,"November 6, 2021",Away,Colorado College,1,07:56,29-14,Away,"MARTIN,RYAN missed 3-pt. jump shot",0,Ryan Martin,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Ryan Martin",1,0
159,"November 6, 2021",Away,Colorado College,1,07:56,29-14,Away,"PIOTROWSKI,JACKSON offensive rebound",0,Jackson Piotrowski,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Ryan Martin",1,0
160,"November 6, 2021",Away,Colorado College,1,07:56,29-14,Home,"Foul by RUEGG,SCOTT",0,Scott Ruegg,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Ryan Martin",1,0
161,"November 6, 2021",Away,Colorado College,1,07:55,30-14,Away,"PIOTROWSKI,JACKSON made free throw",0,Jackson Piotrowski,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Ryan Martin",1,0
162,"November 6, 2021",Away,Colorado College,1,07:55,31-14,Away,"PIOTROWSKI,JACKSON made free throw",0,Jackson Piotrowski,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Ryan Martin",1,0
163,"November 6, 2021",Away,Colorado College,1,07:55,31-14,Away,"KUROWSKI,THOMAS enters the game",1,Thomas Kurowski,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Ryan Martin, Thomas Kurowski",1,0
164,"November 6, 2021",Away,Colorado College,1,07:55,31-14,Away,"MARTIN,RYAN goes to the bench",1,Ryan Martin,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Thomas Kurowski",1,0
165,"November 6, 2021",Away,Colorado College,1,07:55,31-14,Home,"DITTMAN,KEVIN enters the game",1,Kevin Dittman,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Thomas Kurowski",1,0
166,"November 6, 2021",Away,Colorado College,1,07:55,31-14,Home,"CUNNINGHAM,SCOTT goes to the bench",1,Scott Cunningham,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Thomas Kurowski",1,0
167,"November 6, 2021",Away,Colorado College,1,07:42,31-14,Home,"Turnover by HARRIS,TAYLOR",0,Taylor Harris,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Thomas Kurowski",1,0
168,"November 6, 2021",Away,Colorado College,1,07:42,31-14,Away,"Steal by BECKMAN,BRANDON",0,Brandon Beckman,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Thomas Kurowski",1,0
169,"November 6, 2021",Away,Colorado College,1,07:34,31-14,Home,"Block by PRICE,ADRIAN",0,Adrian Price,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Thomas Kurowski",1,0
170,"November 6, 2021",Away,Colorado College,1,07:28,31-14,Home,"PRICE,ADRIAN defensive rebound",0,Adrian Price,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Thomas Kurowski",1,0
171,"November 6, 2021",Away,Colorado College,1,07:26,31-14,Home,"RUEGG,SCOTT missed jump shot",0,Scott Ruegg,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Thomas Kurowski",1,0
172,"November 6, 2021",Away,Colorado College,1,07:22,31-14,Away,"HOPKINS,BRYCE defensive rebound",0,Bryce Hopkins,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Thomas Kurowski",1,0
173,"November 6, 2021",Away,Colorado College,1,07:12,31-14,Away,"PASCHAL,ELLIOT missed 3-pt. jump shot",0,Elliot Paschal,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Thomas Kurowski",1,0
174,"November 6, 2021",Away,Colorado College,1,07:09,31-14,Away,"KUROWSKI,THOMAS offensive rebound",0,Thomas Kurowski,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Thomas Kurowski",1,0
175,"November 6, 2021",Away,Colorado College,1,07:04,34-14,Away,"HOPKINS,BRYCE made 3-pt. jump shot",0,Bryce Hopkins,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Thomas Kurowski",1,0
176,"November 6, 2021",Away,Colorado College,1,07:04,34-14,Away,"Assist by PASCHAL,ELLIOT",0,Elliot Paschal,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Thomas Kurowski",1,0
177,"November 6, 2021",Away,Colorado College,1,06:50,34-14,Home,"HARRIS,TAYLOR missed jump shot",0,Taylor Harris,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Thomas Kurowski",1,0
178,"November 6, 2021",Away,Colorado College,1,06:45,34-14,Away,"PASCHAL,ELLIOT defensive rebound",0,Elliot Paschal,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Thomas Kurowski",1,0
179,"November 6, 2021",Away,Colorado College,1,06:38,34-14,Away,"PASCHAL,ELLIOT missed layup",0,Elliot Paschal,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Thomas Kurowski",1,0
180,"November 6, 2021",Away,Colorado College,1,06:35,34-14,Home,"DITTMAN,KEVIN defensive rebound",0,Kevin Dittman,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Thomas Kurowski",1,0
181,"November 6, 2021",Away,Colorado College,1,06:28,34-14,Home,"RUEGG,SCOTT missed 3-pt. jump shot",0,Scott Ruegg,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Thomas Kurowski",1,0
182,"November 6, 2021",Away,Colorado College,1,06:24,34-14,Away,"BECKMAN,BRANDON defensive rebound",0,Brandon Beckman,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Thomas Kurowski",1,0
183,"November 6, 2021",Away,Colorado College,1,06:23,34-14,Away,TEAM TIMEOUT by Chicago,0,,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Thomas Kurowski",1,0
184,"November 6, 2021",Away,Colorado College,1,06:23,34-14,Away,"MARTIN,RYAN enters the game",1,Ryan Martin,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Ryan Martin, Thomas Kurowski",1,0
185,"November 6, 2021",Away,Colorado College,1,06:23,34-14,Away,"TWYMAN,SKYLER enters the game",1,Skyler Twyman,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
186,"November 6, 2021",Away,Colorado College,1,06:23,34-14,Away,"EDO,LEONARDO enters the game",1,Leonardo Edo,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
187,"November 6, 2021",Away,Colorado College,1,06:23,34-14,Away,"PASCHAL,ELLIOT goes to the bench",1,Elliot Paschal,"Brandon Beckman, Bryce Hopkins, Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
188,"November 6, 2021",Away,Colorado College,1,06:23,34-14,Away,"HOPKINS,BRYCE goes to the bench",1,Bryce Hopkins,"Brandon Beckman, Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
189,"November 6, 2021",Away,Colorado College,1,06:23,34-14,Away,"BECKMAN,BRANDON goes to the bench",1,Brandon Beckman,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
190,"November 6, 2021",Away,Colorado College,1,06:23,34-14,Home,"ROUNAGHI,CHARLIE enters the game",1,Charlie Rounaghi,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
191,"November 6, 2021",Away,Colorado College,1,06:23,34-14,Home,"PHILIO,DEVIN enters the game",1,Devin Philio,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
192,"November 6, 2021",Away,Colorado College,1,06:23,34-14,Home,"ROMERO,EDGAR enters the game",1,Edgar Romero,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
193,"November 6, 2021",Away,Colorado College,1,06:23,34-14,Home,"PRICE,ADRIAN goes to the bench",1,Adrian Price,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
194,"November 6, 2021",Away,Colorado College,1,06:23,34-14,Home,"MAGNUS,LEO goes to the bench",1,Leo Magnus,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
195,"November 6, 2021",Away,Colorado College,1,06:23,34-14,Home,"HARRIS,TAYLOR goes to the bench",1,Taylor Harris,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
196,"November 6, 2021",Away,Colorado College,1,06:19,34-14,Away,"Turnover by PIOTROWSKI,JACKSON",0,Jackson Piotrowski,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
197,"November 6, 2021",Away,Colorado College,1,06:07,34-14,Home,"DITTMAN,KEVIN missed jump shot",0,Kevin Dittman,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
198,"November 6, 2021",Away,Colorado College,1,06:03,34-14,Away,"EDO,LEONARDO defensive rebound",0,Leonardo Edo,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
199,"November 6, 2021",Away,Colorado College,1,05:49,37-14,Away,"TWYMAN,SKYLER made 3-pt. jump shot",0,Skyler Twyman,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
200,"November 6, 2021",Away,Colorado College,1,05:49,37-14,Away,"Assist by KUROWSKI,THOMAS",0,Thomas Kurowski,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
201,"November 6, 2021",Away,Colorado College,1,05:31,37-14,Home,"ROMERO,EDGAR missed jump shot",0,Edgar Romero,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
202,"November 6, 2021",Away,Colorado College,1,05:29,37-14,Away,"TWYMAN,SKYLER defensive rebound",0,Skyler Twyman,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
203,"November 6, 2021",Away,Colorado College,1,05:29,37-14,Home,"Foul by ROMERO,EDGAR",0,Edgar Romero,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
204,"November 6, 2021",Away,Colorado College,1,05:29,38-14,Away,"TWYMAN,SKYLER made free throw",0,Skyler Twyman,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
205,"November 6, 2021",Away,Colorado College,1,05:29,39-14,Away,"TWYMAN,SKYLER made free throw",0,Skyler Twyman,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
206,"November 6, 2021",Away,Colorado College,1,05:21,39-14,Away,"Foul by TWYMAN,SKYLER",0,Skyler Twyman,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
207,"November 6, 2021",Away,Colorado College,1,05:21,39-14,Home,"ROUNAGHI,CHARLIE missed free throw",0,Charlie Rounaghi,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
208,"November 6, 2021",Away,Colorado College,1,05:21,39-14,Home,TEAM deadball rebound,0,,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
209,"November 6, 2021",Away,Colorado College,1,05:21,39-15,Home,"ROUNAGHI,CHARLIE made free throw",0,Charlie Rounaghi,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
210,"November 6, 2021",Away,Colorado College,1,05:21,39-15,Home,"PUJAZ,FILIP enters the game",1,Filip Pujaz,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
211,"November 6, 2021",Away,Colorado College,1,05:21,39-15,Home,"RUSSO,ALEX enters the game",1,Alex Russo,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
212,"November 6, 2021",Away,Colorado College,1,05:21,39-15,Home,"DITTMAN,KEVIN goes to the bench",1,Kevin Dittman,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
213,"November 6, 2021",Away,Colorado College,1,05:21,39-15,Home,"ROUNAGHI,CHARLIE goes to the bench",1,Charlie Rounaghi,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
214,"November 6, 2021",Away,Colorado College,1,05:05,39-15,Away,"Turnover by PIOTROWSKI,JACKSON",0,Jackson Piotrowski,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
215,"November 6, 2021",Away,Colorado College,1,05:05,39-15,Home,"Steal by PHILIO,DEVIN",0,Devin Philio,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
216,"November 6, 2021",Away,Colorado College,1,04:58,39-15,Home,"RUEGG,SCOTT missed 3-pt. jump shot",0,Scott Ruegg,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
217,"November 6, 2021",Away,Colorado College,1,04:56,39-15,Away,"MARTIN,RYAN defensive rebound",0,Ryan Martin,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
218,"November 6, 2021",Away,Colorado College,1,04:56,39-15,Home,"Foul by PUJAZ,FILIP",0,Filip Pujaz,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
219,"November 6, 2021",Away,Colorado College,1,04:56,39-15,Away,"MARTIN,RYAN missed free throw",0,Ryan Martin,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
220,"November 6, 2021",Away,Colorado College,1,04:56,39-15,Away,TEAM deadball rebound,0,,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
221,"November 6, 2021",Away,Colorado College,1,04:56,40-15,Away,"MARTIN,RYAN made free throw",0,Ryan Martin,"Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
222,"November 6, 2021",Away,Colorado College,1,04:56,40-15,Away,"PASCHAL,ELLIOT enters the game",1,Elliot Paschal,"Elliot Paschal, Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
223,"November 6, 2021",Away,Colorado College,1,04:56,40-15,Away,"BECKMAN,BRANDON enters the game",1,Brandon Beckman,"Brandon Beckman, Elliot Paschal, Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman, Thomas Kurowski",1,0
224,"November 6, 2021",Away,Colorado College,1,04:56,40-15,Away,"KUROWSKI,THOMAS goes to the bench",1,Thomas Kurowski,"Brandon Beckman, Elliot Paschal, Jackson Piotrowski, Leonardo Edo, Ryan Martin, Skyler Twyman",1,0
225,"November 6, 2021",Away,Colorado College,1,04:56,40-15,Away,"TWYMAN,SKYLER goes to the bench",1,Skyler Twyman,"Brandon Beckman, Elliot Paschal, Jackson Piotrowski, Leonardo Edo, Ryan Martin",1,0
226,"November 6, 2021",Away,Colorado College,1,04:28,40-15,Away,"Foul by PIOTROWSKI,JACKSON",0,Jackson Piotrowski,"Brandon Beckman, Elliot Paschal, Jackson Piotrowski, Leonardo Edo, Ryan Martin",1,0
227,"November 6, 2021",Away,Colorado College,1,04:28,40-16,Home,"PHILIO,DEVIN made free throw",0,Devin Philio,"Brandon Beckman, Elliot Paschal, Jackson Piotrowski, Leonardo Edo, Ryan Martin",1,0
228,"November 6, 2021",Away,Colorado College,1,04:28,40-17,Home,"PHILIO,DEVIN made free throw",0,Devin Philio,"Brandon Beckman, Elliot Paschal, Jackson Piotrowski, Leonardo Edo, Ryan Martin",1,0
229,"November 6, 2021",Away,Colorado College,1,04:28,40-17,Home,"CUNNINGHAM,SCOTT enters the game",1,Scott Cunningham,"Brandon Beckman, Elliot Paschal, Jackson Piotrowski, Leonardo Edo, Ryan Martin",1,0
